Study,Domain (judgement): Bias arising from the randomization process,Domain (support): Bias arising from the randomization process,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: Serious adverse events,Domain (support): Bias due to deviations from intended interventions: Serious adverse events,Domain (judgement): Bias due to deviations from intended interventions: Clinical worsening: new need for IMV or death,Domain (support): Bias due to deviations from intended interventions: Clinical worsening: new need for IMV or death,Domain (judgement): Bias due to deviations from intended interventions: Viral clearance,Domain (support): Bias due to deviations from intended interventions: Viral clearance,Domain (judgement): Bias due to deviations from intended interventions: New need for dialysis,Domain (support): Bias due to deviations from intended interventions: New need for dialysis,Domain (judgement): Bias due to deviations from intended interventions: Adverse events,Domain (support): Bias due to deviations from intended interventions: Adverse events,Domain (judgement): Bias due to deviations from intended interventions: Hospital-acquired infections,Domain (support): Bias due to deviations from intended interventions: Hospital-acquired infections,Domain (judgement): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (support): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: Serious adverse events,Domain (support): Bias due to deviations from intended interventions: Serious adverse events,Domain (judgement): Bias due to deviations from intended interventions: Hospital-acquired infections,Domain (support): Bias due to deviations from intended interventions: Hospital-acquired infections,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (support): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (judgement): Bias due to deviations from intended interventions: Invasive fungal infections,Domain (support): Bias due to deviations from intended interventions: Invasive fungal infections,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 30 days,Domain (judgement): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (support): Bias due to deviations from intended interventions: All-cause mortality up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: Quality of life up to 120 days,Domain (support): Bias due to deviations from intended interventions: Quality of life up to 120 days,Domain (judgement): Bias due to deviations from intended interventions: Invasive fungal infections,Domain (support): Bias due to deviations from intended interventions: Invasive fungal infections,Domain (judgement): Bias due to deviations from intended interventions: Adverse events,Domain (support): Bias due to deviations from intended interventions: Adverse events,Domain (judgement): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (support): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (judgement): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (support): Bias due to deviations from intended interventions: Clinical improvement: discharged alive,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: Serious adverse events,Domain (support): Bias due to missing outcome data: Serious adverse events,Domain (judgement): Bias due to missing outcome data: Clinical worsening: new need for IMV or death,Domain (support): Bias due to missing outcome data: Clinical worsening: new need for IMV or death,Domain (judgement): Bias due to missing outcome data: Viral clearance,Domain (support): Bias due to missing outcome data: Viral clearance,Domain (judgement): Bias due to missing outcome data: New need for dialysis,Domain (support): Bias due to missing outcome data: New need for dialysis,Domain (judgement): Bias due to missing outcome data: Adverse events,Domain (support): Bias due to missing outcome data: Adverse events,Domain (judgement): Bias due to missing outcome data: Hospital-acquired infections,Domain (support): Bias due to missing outcome data: Hospital-acquired infections,Domain (judgement): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (support): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (judgement): Bias due to missing outcome data: Serious adverse events,Domain (support): Bias due to missing outcome data: Serious adverse events,Domain (judgement): Bias due to missing outcome data: Hospital-acquired infections,Domain (support): Bias due to missing outcome data: Hospital-acquired infections,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (support): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (judgement): Bias due to missing outcome data: Invasive fungal infections,Domain (support): Bias due to missing outcome data: Invasive fungal infections,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 30 days,Domain (judgement): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (support): Bias due to missing outcome data: All-cause mortality up to 120 days,Domain (judgement): Bias due to missing outcome data: Quality of life up to 120 days,Domain (support): Bias due to missing outcome data: Quality of life up to 120 days,Domain (judgement): Bias due to missing outcome data: Invasive fungal infections,Domain (support): Bias due to missing outcome data: Invasive fungal infections,Domain (judgement): Bias due to missing outcome data: Adverse events,Domain (support): Bias due to missing outcome data: Adverse events,Domain (judgement): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (support): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (judgement): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (support): Bias due to missing outcome data: Clinical improvement: discharged alive,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: Serious adverse events,Domain (support): Bias in measurement of the outcome: Serious adverse events,Domain (judgement): Bias in measurement of the outcome: Clinical worsening: new need for IMV or death,Domain (support): Bias in measurement of the outcome: Clinical worsening: new need for IMV or death,Domain (judgement): Bias in measurement of the outcome: Viral clearance,Domain (support): Bias in measurement of the outcome: Viral clearance,Domain (judgement): Bias in measurement of the outcome: New need for dialysis,Domain (support): Bias in measurement of the outcome: New need for dialysis,Domain (judgement): Bias in measurement of the outcome: Adverse events,Domain (support): Bias in measurement of the outcome: Adverse events,Domain (judgement): Bias in measurement of the outcome: Hospital-acquired infections,Domain (support): Bias in measurement of the outcome: Hospital-acquired infections,Domain (judgement): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (support): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (judgement): Bias in measurement of the outcome: Serious adverse events,Domain (support): Bias in measurement of the outcome: Serious adverse events,Domain (judgement): Bias in measurement of the outcome: Hospital-acquired infections,Domain (support): Bias in measurement of the outcome: Hospital-acquired infections,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (support): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (judgement): Bias in measurement of the outcome: Invasive fungal infections,Domain (support): Bias in measurement of the outcome: Invasive fungal infections,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 30 days,Domain (judgement): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (support): Bias in measurement of the outcome: All-cause mortality up to 120 days,Domain (judgement): Bias in measurement of the outcome: Quality of life up to 120 days,Domain (support): Bias in measurement of the outcome: Quality of life up to 120 days,Domain (judgement): Bias in measurement of the outcome: Invasive fungal infections,Domain (support): Bias in measurement of the outcome: Invasive fungal infections,Domain (judgement): Bias in measurement of the outcome: Adverse events,Domain (support): Bias in measurement of the outcome: Adverse events,Domain (judgement): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (support): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (judgement): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (support): Bias in measurement of the outcome: Clinical improvement: discharged alive,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: Serious adverse events,Domain (support): Bias in selection of the reported result: Serious adverse events,Domain (judgement): Bias in selection of the reported result: Clinical worsening: new need for IMV or death,Domain (support): Bias in selection of the reported result: Clinical worsening: new need for IMV or death,Domain (judgement): Bias in selection of the reported result: Viral clearance,Domain (support): Bias in selection of the reported result: Viral clearance,Domain (judgement): Bias in selection of the reported result: New need for dialysis,Domain (support): Bias in selection of the reported result: New need for dialysis,Domain (judgement): Bias in selection of the reported result: Adverse events,Domain (support): Bias in selection of the reported result: Adverse events,Domain (judgement): Bias in selection of the reported result: Hospital-acquired infections,Domain (support): Bias in selection of the reported result: Hospital-acquired infections,Domain (judgement): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (support): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (judgement): Bias in selection of the reported result: Serious adverse events,Domain (support): Bias in selection of the reported result: Serious adverse events,Domain (judgement): Bias in selection of the reported result: Hospital-acquired infections,Domain (support): Bias in selection of the reported result: Hospital-acquired infections,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (support): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (judgement): Bias in selection of the reported result: Invasive fungal infections,Domain (support): Bias in selection of the reported result: Invasive fungal infections,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 30 days,Domain (judgement): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (support): Bias in selection of the reported result: All-cause mortality up to 120 days,Domain (judgement): Bias in selection of the reported result: Quality of life up to 120 days,Domain (support): Bias in selection of the reported result: Quality of life up to 120 days,Domain (judgement): Bias in selection of the reported result: Invasive fungal infections,Domain (support): Bias in selection of the reported result: Invasive fungal infections,Domain (judgement): Bias in selection of the reported result: Adverse events,Domain (support): Bias in selection of the reported result: Adverse events,Domain (judgement): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (support): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (judgement): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (support): Bias in selection of the reported result: Clinical improvement: discharged alive,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: Serious adverse events,Domain (support): Overall bias: Serious adverse events,Domain (judgement): Overall bias: Clinical worsening: new need for IMV or death,Domain (support): Overall bias: Clinical worsening: new need for IMV or death,Domain (judgement): Overall bias: Viral clearance,Domain (support): Overall bias: Viral clearance,Domain (judgement): Overall bias: New need for dialysis,Domain (support): Overall bias: New need for dialysis,Domain (judgement): Overall bias: Adverse events,Domain (support): Overall bias: Adverse events,Domain (judgement): Overall bias: Hospital-acquired infections,Domain (support): Overall bias: Hospital-acquired infections,Domain (judgement): Overall bias: Clinical improvement: discharged alive,Domain (support): Overall bias: Clinical improvement: discharged alive,Domain (judgement): Overall bias: All-cause mortality up to 120 days,Domain (support): Overall bias: All-cause mortality up to 120 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 120 days,Domain (support): Overall bias: All-cause mortality up to 120 days,Domain (judgement): Overall bias: All-cause mortality up to 120 days,Domain (support): Overall bias: All-cause mortality up to 120 days,Domain (judgement): Overall bias: All-cause mortality up to 120 days,Domain (support): Overall bias: All-cause mortality up to 120 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 120 days,Domain (support): Overall bias: All-cause mortality up to 120 days,Domain (judgement): Overall bias: Serious adverse events,Domain (support): Overall bias: Serious adverse events,Domain (judgement): Overall bias: Hospital-acquired infections,Domain (support): Overall bias: Hospital-acquired infections,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: Clinical improvement: discharged alive,Domain (support): Overall bias: Clinical improvement: discharged alive,Domain (judgement): Overall bias: Invasive fungal infections,Domain (support): Overall bias: Invasive fungal infections,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 120 days,Domain (support): Overall bias: All-cause mortality up to 120 days,Domain (judgement): Overall bias: All-cause mortality up to 30 days,Domain (support): Overall bias: All-cause mortality up to 30 days,Domain (judgement): Overall bias: All-cause mortality up to 120 days,Domain (support): Overall bias: All-cause mortality up to 120 days,Domain (judgement): Overall bias: Quality of life up to 120 days,Domain (support): Overall bias: Quality of life up to 120 days,Domain (judgement): Overall bias: Invasive fungal infections,Domain (support): Overall bias: Invasive fungal infections,Domain (judgement): Overall bias: Adverse events,Domain (support): Overall bias: Adverse events,Domain (judgement): Overall bias: Clinical improvement: discharged alive,Domain (support): Overall bias: Clinical improvement: discharged alive,Domain (judgement): Overall bias: Clinical improvement: discharged alive,Domain (support): Overall bias: Clinical improvement: discharged alive
Angus 2020,Low risk,"<p>Participants were randomised to each locally available group using balanced assignment. Participants were randomly assigned via a computer software program to each locally available group using proportional assignment (e.g., 1:1 if 2 groups available and 1:1:1 if 3 groups available)</p><p>Protocol: The RAR will occur centrally as part of the computerised randomisation process. Sites will receive the allocation status and will not be informed of the randomisation proportions. Each region will maintain its own computer-based randomisation program that is accessed by sites in that region but the RAR proportions will be determined by a SAC and provided monthly to the administrator of each region's randomisation program who will update the RAR proportions</p><p>Baseline characteristics were similar across groups.</p>",,,Unclear risk,<p>15% of the participants in the no hydrocortisone group received hydrocortisone</p>,Unclear risk,"<p>Participants and clinicians were aware of the assigned treatment. Further 15% of the participants in the no hydrocortisone group received hydrocortisone, and although we deem it rather unlikely that a larger part of these deviations arose from the experimental context, we see some concerns.</p>",Unclear risk,"<p>Participants and clinicians were aware of the assigned treatment. Furthermore, 15% of the participants in the no hydrocortisone group received hydrocortisone, and although we deem it rather unlikely that a larger part of these deviations arose from the experimental context, we see some concerns.</p>",,,,,,,,,,,Unclear risk,<p>15% of the participants in the no hydrocortisone group received hydrocortisone</p>,Unclear risk,<p>15% of the participants in the no hydrocortisone group received corticosteroids</p>,,,,,,,,,Unclear risk,<p>15% of the participants in the no hydrocortisone group received hydrocortisone</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low risk,<p>Data were available for this outcome. 238 participants were randomised and 238 were analysed.</p>,High risk,"<p>Since data were not adjusted for competing risk of death in the presence of a relevant death rate, risk of bias is high.</p>",Low risk,"<p>Since the data were available for all participants, we arrive at the following assessment of domain 3: Low</p>",,,,,,,,,,,Low risk,<p>Data were available for this outcome. 238 participants were randomised and 238 were analysed.</p>,Low risk,<p>No missing data.</p>,,,,,,,,,Low risk,<p>Data were available for this outcome. 238 participants were randomised and 238 were analysed.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low risk,<p>Mortality is an observer-reported outcome not involving judgement.</p>,Low risk,<p>The measurement method was appropriate.</p>,Unclear risk,"<p>Assessment of new need for IMV is partly subjective, but we deem it unlikely that large efforts were made or feasible to treat one arm different from another.</p>",,,,,,,,,,,Low risk,<p>Mortality is an observer-reported outcome not involving judgement.</p>,Low risk,<p>Mortality is an observer-reported outcome not involving judgement.</p>,,,,,,,,,Low risk,<p>Mortality is an observer-reported outcome not involving judgement.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low risk,<p>Protocol and SAP are available.</p>,Low risk,<p>Protocol and SAP available.</p>,Low risk,<p>Because the data were analysed in accordance with a pre-specified analysis plan we judged this domain low.</p>,,,,,,,,,,,Low risk,<p>Protocol and SAP are available.</p>,Low risk,<p>Protocol and SAP available</p>,,,,,,,,,Low risk,<p>Protocol and SAP are available.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclear risk,<p>Overall judged some concerns due to deviations from the intended intervention</p>,High risk,<p>Because of the issue of competing risk of death all data for this outcome might not be available. There was no adjustment in the analysis for competing risk of death.</p>,Unclear risk,<p>Overall judged some concerns because of some degree of deviations and some concerns arising from assessment of the outcome.</p>,,,,,,,,,,,Unclear risk,<p>Overall judged some concerns due to deviations from the intended intervention</p>,Unclear risk,<p>Overall judged some concerns due to protocol deviations</p>,,,,,,,,,Unclear risk,<p>Overall judged some concerns due to deviations from the intended intervention</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
