Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
3,3,Avoidance of surgery,,,SUBGROUP_AND_OVERALL,POLYP 1,2017 September 12,0.0,0.0,0.0,0.0,13,72,0.0,0.0,2,66,0.0,0.0,50.922799,5.958333,1.396603,25.420055,
3,3,Avoidance of surgery,,,SUBGROUP_AND_OVERALL,POLYP 2,2017 September 12,0.0,0.0,0.0,0.0,10,62,0.0,0.0,2,65,0.0,0.0,49.077201,5.241935,1.195921,22.976343,
3,4,"Extent of disease - endoscopic score (nasal polyps score, range 0 to 8, lower = better)",,,SUBGROUP_AND_OVERALL,Gevaert 2013,2013,0.0,0.0,-2.67,0.98,0,15,-0.12,0.42,0,8,0.0,0.0,27.583079,-2.55,-3.12503,-1.97497,Measured at 16 weeks
3,4,"Extent of disease - endoscopic score (nasal polyps score, range 0 to 8, lower = better)",,,SUBGROUP_AND_OVERALL,NCT01066104,6104,0.0,0.0,-0.33,2.1,0,12,0.05,2.27,0,12,0.0,0.0,14.998543,-0.38,-2.129654,1.369654,
3,4,"Extent of disease - endoscopic score (nasal polyps score, range 0 to 8, lower = better)",,,SUBGROUP_AND_OVERALL,POLYP 1,2017 September 12,0.0,0.0,-1.08,1.3576,0,72,0.06,1.2998,0,66,0.0,0.0,28.767489,-1.14,-1.583474,-0.696526,
3,4,"Extent of disease - endoscopic score (nasal polyps score, range 0 to 8, lower = better)",,,SUBGROUP_AND_OVERALL,POLYP 2,2017 September 12,0.0,0.0,-0.9,1.3386,0,62,-0.31,1.29,0,65,0.0,0.0,28.650888,-0.59,-1.047568,-0.132432,
3,5,Extent of disease - CT scan (lower score = better),,,SUBGROUP_AND_OVERALL,Gevaert 2013,2013,0.0,0.0,13.6,5.0,0,15,18.3,5.0,0,8,0.0,0.0,48.915801,-0.906024,-1.811011,-0.001037,Standard deviation imputed based on reported value of P = 0.04 between groups in the publication
3,5,Extent of disease - CT scan (lower score = better),,,SUBGROUP_AND_OVERALL,NCT01066104,6104,0.0,0.0,4.2,25.6,0,12,-8.9,28.2,0,12,0.0,0.0,51.084199,0.469648,-0.343594,1.28289,"CT scans were scored using the Zinreich modification of the Lund Mackay scoring system, reported as percentage of change from baseline"
3,6,"Adverse events - nasopharyngitis, including sore throat",,,SUBGROUP_AND_OVERALL,Gevaert 2013,2013,0.0,0.0,0.0,0.0,0,15,0.0,0.0,0,8,0.0,0.0,,,,,
3,6,"Adverse events - nasopharyngitis, including sore throat",,,SUBGROUP_AND_OVERALL,NCT01066104,6104,0.0,0.0,0.0,0.0,0,13,0.0,0.0,0,14,0.0,0.0,,,,,
3,6,"Adverse events - nasopharyngitis, including sore throat",,,SUBGROUP_AND_OVERALL,POLYP 1,2017 September 12,0.0,0.0,0.0,0.0,3,72,0.0,0.0,2,66,0.0,0.0,25.796802,1.375,0.237096,7.974078,
3,6,"Adverse events - nasopharyngitis, including sore throat",,,SUBGROUP_AND_OVERALL,POLYP 2,2017 September 12,0.0,0.0,0.0,0.0,5,63,0.0,0.0,9,64,0.0,0.0,74.203198,0.564374,0.2002,1.590996,
3,6,"Adverse events - nasopharyngitis, including sore throat",,,SUBGROUP_AND_OVERALL,Pinto 2010,2010,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0,7,0.0,0.0,,,,,
