Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
9,4,Serious adverse events,,,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,42,49,0.0,0.0,40,49,0.0,0.0,0.0,1.05,0.881227,1.251096,
9,4,Serious adverse events,,,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,70,497,0.0,0.0,85,485,0.0,0.0,0.0,0.803645,0.601005,1.074609,
9,5,Adverse events,,,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,49,49,0.0,0.0,48,49,0.0,0.0,0.0,1.020619,0.964895,1.07956,
9,6,Hospital-acquired infections,,,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,34,49,0.0,0.0,38,49,0.0,0.0,0.0,0.894737,0.704294,1.136676,
9,6,Hospital-acquired infections,,,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,50,497,0.0,0.0,61,485,0.0,0.0,0.0,0.799881,0.562341,1.137762,
9,7,Invasive fungal infections,,,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,3,49,0.0,0.0,3,49,0.0,0.0,0.0,1.0,0.212133,4.714021,
9,7,Invasive fungal infections,,,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,15,497,0.0,0.0,21,485,0.0,0.0,0.0,0.697039,0.363642,1.336105,
10,1,All-cause mortality up to 30 days,Female,1,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,5,13,0.0,0.0,8,16,0.0,0.0,4.607151,0.769231,0.330652,1.789545,
10,1,All-cause mortality up to 30 days,Female,1,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,44,151,0.0,0.0,49,153,0.0,0.0,28.521258,0.909853,0.64803,1.277459,
10,1,All-cause mortality up to 30 days,Male,2,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,15,36,0.0,0.0,11,33,0.0,0.0,8.59321,1.25,0.673623,2.319546,
10,1,All-cause mortality up to 30 days,Male,2,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,89,340,0.0,0.0,106,327,0.0,0.0,58.278381,0.807519,0.636874,1.023888,
10,2,All-cause mortality up to 120 days,Female,1,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,7,13,0.0,0.0,9,16,0.0,0.0,5.811336,0.957265,0.493114,1.858306,
10,2,All-cause mortality up to 120 days,Female,1,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,51,151,0.0,0.0,56,153,0.0,0.0,27.386087,0.922777,0.679813,1.252575,
10,2,All-cause mortality up to 120 days,Male,2,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,16,36,0.0,0.0,14,33,0.0,0.0,8.776271,1.047619,0.61063,1.797332,
10,2,All-cause mortality up to 120 days,Male,2,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,106,339,0.0,0.0,124,325,0.0,0.0,58.026305,0.819536,0.664353,1.010966,
