Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,15,Overall response rate by PDL1 expression,PDL1≥50%,2,SUBGROUP_AND_OVERALL,Herbst 2020,,0.0,0.0,0.0,0.0,41,107,0.0,0.0,28,98,0.0,0.0,18.044576,1.341121,0.903757,1.990145,
1,15,Overall response rate by PDL1 expression,PDL1≥50%,2,SUBGROUP_AND_OVERALL,Mok 2019,,0.0,0.0,0.0,0.0,118,299,0.0,0.0,96,300,0.0,0.0,30.068282,1.233278,0.993095,1.531549,
1,15,Overall response rate by PDL1 expression,PDL1≥50%,2,SUBGROUP_AND_OVERALL,Reck 2016,,0.0,0.0,0.0,0.0,71,154,0.0,0.0,57,151,0.0,0.0,26.189728,1.221349,0.93546,1.594609,
1,15,Overall response rate by PDL1 expression,PDL1≥50%,2,SUBGROUP_AND_OVERALL,Sezer 2020,2017,0.0,0.0,0.0,0.0,111,283,0.0,0.0,57,280,0.0,0.0,25.697415,1.926725,1.465936,2.532355,
1,16,Overall Response Rate by Tumor Mutational Burden,Tumor Mutational Burden high,1,SUBGROUP_AND_OVERALL,Carbone 2017,,0.0,0.0,0.0,0.0,22,47,0.0,0.0,17,60,0.0,0.0,14.108533,1.652065,0.99723,2.736899,
1,16,Overall Response Rate by Tumor Mutational Burden,Tumor Mutational Burden high,1,SUBGROUP_AND_OVERALL,Mok 2019,,0.0,0.0,0.0,0.0,61,180,0.0,0.0,51,165,0.0,0.0,20.167099,1.096405,0.807327,1.488992,
1,16,Overall Response Rate by Tumor Mutational Burden,Tumor Mutational Burden high,1,SUBGROUP_AND_OVERALL,Rizvi 2020,,0.0,0.0,0.0,0.0,23,77,0.0,0.0,15,70,0.0,0.0,12.614578,1.393939,0.792874,2.450664,
1,16,Overall Response Rate by Tumor Mutational Burden,Tumor Mutational Burden low,2,SUBGROUP_AND_OVERALL,Carbone 2017,,0.0,0.0,0.0,0.0,26,111,0.0,0.0,31,94,0.0,0.0,15.839842,0.710259,0.456091,1.106066,
1,16,Overall Response Rate by Tumor Mutational Burden,Tumor Mutational Burden low,2,SUBGROUP_AND_OVERALL,Mok 2019,,0.0,0.0,0.0,0.0,44,234,0.0,0.0,48,214,0.0,0.0,18.255529,0.838319,0.582162,1.207187,
1,16,Overall Response Rate by Tumor Mutational Burden,Tumor Mutational Burden low,2,SUBGROUP_AND_OVERALL,Rizvi 2020,,0.0,0.0,0.0,0.0,43,209,0.0,0.0,58,185,0.0,0.0,19.014419,0.656245,0.466531,0.923105,
1,17,Adverse Events grade 3-5,Adverse Events grade 3-4,1,SUBGROUP_AND_OVERALL,Carbone 2017,,0.0,0.0,0.0,0.0,47,267,0.0,0.0,133,263,0.0,0.0,17.866873,0.348089,0.261586,0.463198,
1,17,Adverse Events grade 3-5,Adverse Events grade 3-4,1,SUBGROUP_AND_OVERALL,Herbst 2020,,0.0,0.0,0.0,0.0,37,277,0.0,0.0,116,263,0.0,0.0,15.675273,0.302845,0.217866,0.420969,
1,17,Adverse Events grade 3-5,Adverse Events grade 3-4,1,SUBGROUP_AND_OVERALL,Mok 2019,,0.0,0.0,0.0,0.0,100,636,0.0,0.0,238,615,0.0,0.0,22.473484,0.406295,0.33079,0.499033,
1,17,Adverse Events grade 3-5,Adverse Events grade 3-4,1,SUBGROUP_AND_OVERALL,Reck 2016,,0.0,0.0,0.0,0.0,46,154,0.0,0.0,77,150,0.0,0.0,17.753845,0.581886,0.436351,0.775961,
1,17,Adverse Events grade 3-5,Adverse Events grade 3-4,1,SUBGROUP_AND_OVERALL,Rizvi 2020,,0.0,0.0,0.0,0.0,53,369,0.0,0.0,116,352,0.0,0.0,17.6236,0.435847,0.326031,0.582651,
1,17,Adverse Events grade 3-5,Adverse Events grade 5 (toxic deaths),2,SUBGROUP_AND_OVERALL,Carbone 2017,,0.0,0.0,0.0,0.0,2,267,0.0,0.0,3,263,0.0,0.0,1.044976,0.656679,0.110622,3.898195,
1,17,Adverse Events grade 3-5,Adverse Events grade 5 (toxic deaths),2,SUBGROUP_AND_OVERALL,Herbst 2020,,0.0,0.0,0.0,0.0,0,277,0.0,0.0,1,263,0.0,0.0,0.332197,0.316547,0.012953,7.736029,
1,17,Adverse Events grade 3-5,Adverse Events grade 5 (toxic deaths),2,SUBGROUP_AND_OVERALL,Mok 2019,,0.0,0.0,0.0,0.0,13,636,0.0,0.0,14,615,0.0,0.0,5.135328,0.897911,0.425534,1.894665,
1,17,Adverse Events grade 3-5,Adverse Events grade 5 (toxic deaths),2,SUBGROUP_AND_OVERALL,Reck 2016,,0.0,0.0,0.0,0.0,2,154,0.0,0.0,3,150,0.0,0.0,1.051885,0.649351,0.110053,3.831391,
