Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,All-cause mortality (at day 28),,,SUBGROUP_AND_OVERALL,Lenze 2020,2020,0.0,0.0,0.0,0.0,0,80,0.0,0.0,0,72,0.0,0.0,,,,,Patient recruitment between 04/2020 and 08/2020. No vaccination was available at this time.
1,1,All-cause mortality (at day 28),,,SUBGROUP_AND_OVERALL,TOGETHER 2021,2021,0.0,0.0,0.0,0.0,17,741,0.0,0.0,25,756,0.0,0.0,100.0,0.693765,0.377807,1.273959,Participant recruitment between January 2021 and August 2021. Vaccination was introduced during this time (6% of entire study population received at least 1 vaccine).
1,2,All-cause hospital admission or death (before hospital admission),,,SUBGROUP_AND_OVERALL,Lenze 2020,2020,0.0,0.0,0.0,0.0,1,80,0.0,0.0,5,72,0.0,0.0,23.49339,0.18,0.021535,1.504553,Participant recruitment between April 2020 and August 2020. No vaccination was available at this time.
1,2,All-cause hospital admission or death (before hospital admission),,,SUBGROUP_AND_OVERALL,TOGETHER 2021,2021,0.0,0.0,0.0,0.0,76,741,0.0,0.0,99,756,0.0,0.0,76.50661,0.783217,0.591223,1.037559,Participant recruitment between January 2021 and August 2021. Vaccination was introduced during this time (6% of entire study population received at least 1 vaccine).
1,3,Serious adverse events,,,SUBGROUP_AND_OVERALL,Lenze 2020,2020,0.0,0.0,0.0,0.0,1,80,0.0,0.0,5,72,0.0,0.0,25.015528,0.18,0.021535,1.504553,Patient recruitment between 04/2020 and 08/2020. No vaccination was available at this time.
1,3,Serious adverse events,,,SUBGROUP_AND_OVERALL,TOGETHER 2021,2021,0.0,0.0,0.0,0.0,77,741,0.0,0.0,96,756,0.0,0.0,74.984472,0.81832,0.617112,1.085132,Participant recruitment between January 2021 and August 2021. Vaccination was introduced during this time (6% of entire study population received at least 1 vaccine).
1,4,Adverse events (any grade),,,SUBGROUP_AND_OVERALL,Lenze 2020,2020,0.0,0.0,0.0,0.0,11,80,0.0,0.0,6,72,0.0,0.0,7.619008,1.65,0.642999,4.234068,Participant recruitment between April 2020 and August 2020. No vaccination was available at this time.
1,4,Adverse events (any grade),,,SUBGROUP_AND_OVERALL,TOGETHER 2021,2021,0.0,0.0,0.0,0.0,92,741,0.0,0.0,92,756,0.0,0.0,92.380992,1.020243,0.778336,1.337334,Participant recruitment between January 2021 and August 2021. Vaccination was introduced during this time (6% of entire study population received at least 1 vaccine).
